1676517099727362304.000000,-0.002947637,0.003572910,0.015883975,-0.002334246,0.001160167,0.000386416,0.999996543
1676517099827239168.000000,-0.010261728,0.010668471,0.039104585,0.000010460,0.000252615,0.002642189,0.999996483
1676517099863231488.000000,-0.004858411,0.005652180,0.021708939,-0.001808785,0.000497386,0.001287021,0.999997437
1676517099895306496.000000,-0.009830551,0.009891685,0.041669805,-0.003058761,0.000636882,0.002870589,0.999991000
1676517099927551744.000000,-0.004470954,0.005050623,0.023306616,0.001450908,0.000029769,-0.000450002,0.999998868
1676517099963413504.000000,-0.004345870,0.004993828,0.023716174,-0.000057605,0.000694259,0.000045828,0.999999762
1676517099995342080.000000,-0.004067797,0.004623186,0.024196478,-0.002517305,0.000370508,0.000575267,0.999996603
1676517100027374336.000000,-0.003966824,0.004408418,0.024782468,-0.003772534,0.000430952,0.000946087,0.999992371
1676517100063384320.000000,-0.008358307,0.008174259,0.045526832,-0.000238221,-0.000303218,0.000509407,0.999999821
1676517100095411200.000000,-0.008614864,0.008315295,0.045441624,0.000618523,0.000029559,0.000079484,0.999999881
1676517100131488512.000000,-0.008949184,0.008551419,0.046630990,-0.000498599,0.000037998,0.000714161,0.999999642
1676517100163418624.000000,-0.010401117,0.009629914,0.049143732,-0.002087998,0.000674054,0.001242036,0.999996841
1676517100195325440.000000,-0.006375706,0.006837673,0.033200189,-0.001083214,0.000697278,0.000802834,0.999998868
1676517100231371776.000000,-0.006067041,0.006957401,0.033577088,0.002118423,0.000023764,-0.000370391,0.999997735
1676517100263399936.000000,-0.011088359,0.010567220,0.052059703,0.001115243,0.001251446,0.000279676,0.999998569
1676517100299323904.000000,-0.011330811,0.010663560,0.052749474,-0.002021538,0.001899487,0.000663476,0.999995947
1676517100331339776.000000,-0.007151346,0.007761492,0.038465992,-0.002253965,0.001382548,0.000562998,0.999996364
1676517100363329024.000000,-0.007913421,0.005916671,0.040125571,-0.000422528,0.001237563,-0.000790544,0.999998868
1676517100399489024.000000,-0.013559680,0.011504389,0.059476603,0.000621951,0.001872486,0.000181802,0.999998033
1676517100431314944.000000,-0.013967486,0.011636734,0.060779002,-0.001666970,0.002099308,0.000937567,0.999996006
1676517100463228160.000000,-0.014570824,0.011893905,0.063115463,-0.003283829,0.002449784,0.000624710,0.999991417
1676517100499503616.000000,-0.015892291,0.011707697,0.066524833,-0.002514712,0.003122917,0.000277406,0.999991953
1676517100531780352.000000,-0.015522006,0.013455518,0.067677721,0.001872398,0.002101121,-0.000307687,0.999996006
1676517100567573760.000000,-0.015935000,0.013393112,0.068764850,-0.000160914,0.002475228,0.000858714,0.999996603
1676517100599581696.000000,-0.015999755,0.010931511,0.073479652,-0.003857863,0.001532968,0.000780015,0.999991119
1676517100631539456.000000,-0.017678251,0.015898490,0.073326938,-0.001122313,0.002867269,0.001289712,0.999994457
